Word,Frequency
shootout,296
shop,3340
shopper,513
shopping,1815
shore,1555
short,8550
shortcoming,317
shorter,908
shortly,6771
shot,12028
showcase,1352
showcased,642
showed,15228
showered,70
showing,8858
shown,4075
shrank,111
shrapnel,324
shrewsbury,3
shumkov,3
shut,4132
shutout,2
shuttered,204
siamese,5
sibling,962
sichuan,336
sidelining,152
siding,278
sign,10128
signal,6629
signaling,1072
signalling,1934
signature,1871
signed,9205
significance,3246
significant,28437
significantly,6572
silence,3764
silent,1892
silently,229
silvia,39
similar,13308
similiar,2
simon,685
simplify,244
simply,9567
sincerely,377
sincerest,40
sindh,2189
singh,8099
single,10777
sinha,142
sinwar,1620
siren,1041
sister,4372
site,21857
sits,2629
sitting,3566
sittwe,26
situated,1087
situation,25307
sixth,1075
size,3855
skepticism,668
skill,3788
skull,706
sky,6017
slap,415
slate,202
slated,471
slaughtered,120
sleep,1629
sleeping,1148
slew,177
slightly,2494
sling,77
slip,635
slipped,569
slot,606
sluggish,277
small,15927
smart,2489
smartphone,359
smartphones,431
smith,1811
smoking,633
snap,1268
snatched,174
snub,327
snyder,96
soar,256
soared,576
soaring,1043
soccer,564
social,52500
socialism,217
societal,825
society,8910
sogavare,16
soil,5636
solar,3636
soldier,12281
soleimani,428
solemn,360
solid,1135
solidarity,2868
solo,711
solomon,203
solution,5871
solve,1531
somali,865
somalia,829
somaliland,129
somewhat,785
son,13859
soon,10049
sooner,490
soontornlekha,2
sop,22
sophie,427
sophisticated,1426
sorrow,835
sort,1574
sot,47
sought,8134
sound,4580
sounded,1024
source,22671
south,32146
southeast,2904
southern,15724
southwest,1763
southwestern,1907
sovereign,2317
sovereignty,5672
soviet,2191
sowing,144
space,15447
spain,5601
span,1766
spanish,2754
spanned,299
spark,2669
sparked,8033
sparking,2065
speak,5690
speaker,4350
speaking,9457
special,12021
specialises,139
specie,7228
specific,7605
specifically,3740
specify,1065
spectacular,654
specter,65
speculation,5317
speech,11763
speed,6858
spend,3103
spending,7369
spent,8589
spill,676
spillover,274
spina,14
spiral,645
spiraling,106
spirit,2957
splashing,45
split,2118
spoil,131
spoke,8255
spoken,2817
spokesman,5810
spokesperson,17095
spokeswoman,961
sporadic,335
sporting,975
spot,3217
spotlight,1723
spouse,1777
sprawling,776
spread,10554
spreading,3060
spree,311
spring,2945
squabble,26
square,5239
srettha,104
ssg,19
stab,502
stabbed,1597
stabbing,1706
stabbings,149
stabilisation,502
stabilise,1180
stability,8788
stable,4627
staff,14365
stafford,82
stage,9155
staggering,909
stake,2658
stakeholder,936
stalled,1769
stance,7105
stand,12378
standard,8372
standby,330
standing,5656
standstill,212
staple,325
star,5077
stared,53
stark,2040
starmer,12192
start,12059
started,11825
starting,4787
starvation,653
starved,134
state,116944
stated,13482
statement,44490
statewide,247
stating,7278
station,10118
stationed,1381
statistic,1369
statue,2163
status,9816
statutory,533
stay,12921
stayed,2583
steadily,1328
stealing,930
steel,2301
steep,1370
steer,421
stellar,80
stem,2339
stemming,515
step,16851
stepped,4157
stepping,2099
stern,969
steve,3056
stick,1079
stigma,231
stillborn,5
stir,488
stirred,930
stock,3235
stoke,173
stolen,2787
stood,4454
stool,32
stop,16267
stopped,5811
storage,2988
store,4705
storeroom,13
storm,9485
stormy,355
story,15601
strained,2320
straining,420
strait,17410
stranded,2466
stranger,1198
strategic,19895
strategically,2056
strategy,11350
streak,327
stream,4765
streamline,627
street,15905
strength,5356
strengthen,6592
strengthened,1433
strengthening,3710
stressed,5531
stressing,1534
stretch,2954
stretched,756
strict,4274
stricter,1831
strike,45708
striking,4198
string,1138
stringent,636
strip,4190
strive,228
strong,18241
stronger,5021
strongest,2038
strongly,5840
strongman,167
struck,11951
structural,2800
structure,9426
struggle,5601
struggling,3274
stuart,88
stuck,1657
student,34298
study,15618
studying,2138
stunt,973
subduing,13
subject,5011
subsequently,2907
subservient,85
subsidiary,468
subsiding,20
subsidised,190
subsidy,1374
substantial,3992
suburb,1455
suburban,442
subversion,179
succeed,1329
succeeded,680
succeeds,351
success,7553
successful,4814
successfully,3420
succumbed,710
succumbing,101
sudan,2932
sudanese,580
suddenly,2610
suez,372
suffer,1226
suffered,5215
suffering,3500
suffers,337
suggest,6463
suggested,9853
suggesting,6610
suggestion,1868
suggests,5532
suicide,4861
suit,1947
suk,650
sukhmandeep,1
sulawesi,292
sullivan,844
sultan,1057
sum,1133
summary,542
summer,6009
summit,11794
summoned,957
sun,3669
sunak,3393
sunday,25256
sunni,942
superintendent,1047
superiority,314
supersonic,163
supervised,385
supervision,868
supply,14656
supplying,1290
support,52313
supported,6423
supporter,11976
supporting,7825
supportive,808
supposed,2454
supreme,12574
surf,221
surfaced,2062
surge,4341
surged,1793
surgery,2081
surpassing,704
surprise,2941
surrendered,340
surrey,619
surrogacy,91
surround,340
surrounding,8396
surroundings,449
survey,4506
survive,2719
survivor,3937
suspect,11211
suspected,5202
suspended,6213
suspending,818
suspension,3650
suspicion,3083
sustainability,2002
sustained,4969
sustaining,626
swap,959
swarm,355
swat,698
sweat,210
sweeping,3282
swift,3442
swiftly,2254
swing,1226
swinging,115
switch,886
switched,693
sydney,2321
syed,994
symbol,4509
symbolic,2912
symbolism,923
syniehubov,125
syria,8331
syrian,4688
syrsky,54
ta,730
table,3307
tactic,2794
taftan,51
tahir,426
tainted,103
taisi,2
taiwan,17303
tajani,145
tak,37
taken,23420
taking,15618
taliban,13402
talk,32010
talking,4935
tall,1154
tamba,28
tamir,23
tampered,87
tana,43
tanker,4119
taoiseach,35
target,18603
targeted,16594
targeting,13968
tarnished,115
tattoo,669
taw,6
tax,11562
taylor,2031
teach,1390
teacher,4311
team,23082
teammate,227
tear,2339
tech,7132
technical,5249
technically,721
technological,2340
technology,17530
teenager,2702
tehran,18463
tel,2126
telecommunication,807
telegram,2704
telephone,873
telephoned,7
telephonic,129
televised,1327
tell,6083
telling,3829
temperature,15588
tempering,34
template,220
tense,2104
tension,21538
tenure,2614
term,18912
termination,994
terrible,1634
terrified,497
territorial,4140
territory,15512
terror,8328
terrorism,7973
terrorist,15164
test,9604
testimony,1817
testing,3894
texas,6599
text,3530
thai,2037
thailand,3660
thammasat,8
thank,3669
thanked,2239
thanks,1926
thavisin,41
theory,4240
thet,21
thing,18570
think,22805
thinking,3436
thit,11
thorny,120
thought,8482
thousand,19462
threat,26143
threaten,2386
threatened,5721
threatening,3102
threatens,1938
threshold,1619
throne,1090
thrust,306
thumbing,16
thursday,24372
thwart,250
thwarted,354
tiantong,12
tie,18097
tieswith,2
tight,1255
tiktok,4878
time,95481
timeline,2774
timol,1
title,3730
titled,2584
tobol,16
today,22160
toe,133
tokmak,5
told,59930
tolerated,525
toll,6305
tolonews,98
tomlinson,30
tomorrow,2058
tonight,1116
took,27172
tool,6494
toowoomba,7
topic,2398
topped,389
topping,134
toraja,7
torched,403
tore,718
torture,1977
tortured,597
tory,1146
total,10757
totaling,294
totalling,225
touch,2314
touched,1278
tough,2824
tougher,1205
toughest,348
tour,4188
tourism,6265
tourist,6785
tourniquet,43
touted,313
touting,116
tower,3463
town,11073
township,729
track,5543
tracked,1066
traction,828
trade,25780
trading,3009
tradition,5264
traditional,8575
traditionally,1661
traffic,8246
trafficking,4260
tragedy,3670
tragic,2918
tragically,576
trail,2166
trailing,345
train,7624
trained,2202
trainer,450
trajectory,973
tranche,424
transfer,4506
transferred,2627
transgender,1967
transient,78
transition,4671
translates,501
transparent,1309
transport,7872
transported,2103
transporting,1093
trapped,3224
travel,19424
traveled,1279
traveler,1588
traveling,1961
travelled,3193
travis,310
treat,2741
treated,5631
treating,1753
treatment,9902
trend,6702
trial,10486
tribal,1447
tribe,1036
tribute,2402
tried,6951
trigger,3175
triggered,8677
triggering,2933
trilateral,794
trillion,3085
trip,8669
tripled,141
tripling,67
trivial,125
troop,13485
trouble,2118
troubling,978
true,5209
truly,3025
trump,194791
truss,405
trust,8252
trusted,1258
try,5594
trying,11838
tucson,164
tuesday,23990
tumultuous,243
tun,78
tunektepe,1
turbine,817
turbojet,3
turbulence,1036
turkey,6229
turmoil,1681
turn,9615
turned,11338
turning,7254
turnout,1051
tv,3878
twan,5
tweet,1170
twice,2716
twin,1173
twitter,2069
type,4703
typically,4475
tyumen,8
uae,28600
uavs,342
uk,35721
ukraine,46845
ukrainian,20697
ultimate,1149
ultimately,4728
unacceptable,2250
unaccounted,585
unaccustomed,16
unaffiliated,58
unbearable,261
unbuilt,9
uncertain,2778
uncertainty,5346
unchanged,959
unclear,4002
uncomfortably,60
uncovered,2243
undergoing,1495
underline,601
underlined,630
undermine,2353
underneath,524
underscore,3422
underscored,1717
underscoring,1705
understand,6942
understandably,113
understanding,7116
underway,2971
undo,181
unexpected,3064
unexpectedly,797
unexploded,357
unfair,1820
unfavorable,85
unfold,620
unfolded,1931
unfolding,970
unfolds,380
unforgivable,121
unfortunate,658
unfounded,487
unhcr,393
unidentified,1841
unified,1877
uniform,1581
unilaterally,477
unintentional,62
union,11145
unique,4007
unit,7835
united,60401
unity,4226
universal,1232
university,29166
unknown,2533
unless,3492
unlike,2894
unlikely,3326
unmanned,807
unnamed,923
unnecessary,1416
unpopular,471
unprecedented,4178
unpredictable,1266
unspeakable,99
unspecified,578
unstable,1252
unstoppable,146
untrue,280
unveiling,362
unverified,859
unwavering,1026
upcoming,4893
update,6735
updated,3043
upgrade,1382
upgraded,635
upheld,823
upper,2598
uprising,2804
uproar,403
upset,1100
uptick,342
ural,47
urban,5250
urge,2533
urged,13213
urgency,1383
urgent,3374
urgently,721
urging,5937
usa,3374
usd,2852
use,27394
used,34582
usgs,756
using,21397
usual,1913
usually,4244
utmost,442
utterly,454
vadim,59
vadym,61
valery,136
validated,184
valley,5680
valuable,3591
value,11157
vancouver,729
variation,456
variety,1467
various,9241
vast,4509
vatican,1934
veered,270
vegetable,849
vehicle,16868
venezuela,6335
verifier,1
verify,1653
verifying,246
versatile,81
version,3792
versus,506
vessel,13728
vibrant,1212
vice,10267
victim,18199
victor,393
victory,8691
video,35238
view,15565
viewed,3334
viewing,1212
viewpoint,351
vigil,497
vigilant,755
vigorous,153
village,7932
villager,855
vincent,291
violated,2049
violates,630
violation,8151
violence,19761
violent,8135
viral,11761
virtual,1609
visibility,2014
visible,5521
visibly,982
vision,6469
visit,28449
visited,5033
visiting,3482
visitor,8229
vital,4263
vladimir,7007
vocal,1427
voice,6472
voiced,2063
voicing,247
volatile,1671
volleyball,96
volodymyr,5438
volume,2080
voluntary,1122
volunteer,2784
vote,15966
voted,3736
voter,8923
voting,3627
vow,1051
vowed,3981
vowing,977
vulnerability,1814
vulnerable,5058
vyacheslav,168
wad,22
wade,175
wait,3572
waiting,4762
wake,2396
wale,3627
walked,2256
wall,7289
wan,296
wannabe,39
want,30483
wanted,9701
wanzhao,4
war,72350
ward,916
warfare,2326
warned,20562
warning,21731
warns,2838
warplane,665
warship,2096
washington,33558
wasting,270
watch,14527
watched,2534
water,35428
waterway,3265
watson,260
wave,7423
waved,508
way,31526
waziristan,581
weakened,1619
weakest,116
weakness,1336
wealthy,1630
weapon,20337
weaponry,527
wear,2112
wearing,4159
weather,13851
webb,127
website,5357
wedged,43
wednesday,23504
wee,35
week,46406
weekend,6489
weigh,778
welfare,2237
wellbeing,635
went,15685
west,14716
western,14663
westfield,26
westinghouse,28
westminster,831
whatley,32
wheeled,106
whilst,2293
whisking,10
white,29270
wide,2920
widely,8040
widen,327
wider,8756
widespread,8420
wielding,236
wife,14007
william,5654
willing,4219
wiltshire,137
win,8938
wind,8823
windscreen,52
wing,3623
winning,3511
winterton,1
wiped,549
wipeout,22
withdraw,2363
withdrawal,3513
withdrawing,650
withdrew,1700
withstood,39
witness,5840
witnessed,3008
witnessing,770
wo,3010
woman,43210
wonder,1062
wonderful,957
woo,156
wooden,1407
word,11286
worded,309
work,46564
worked,9504
worker,23141
workforce,2189
working,22023
workspace,77
world,60400
worrisome,82
worse,2289
worsen,703
worsened,1007
worsening,1527
worship,1410
worshipper,877
worth,7937
worthington,17
wound,2196
wounded,5958
wounding,655
wrapped,961
wreckage,911
wrecked,158
wright,569
write,1197
writing,4136
written,4532
wrong,5015
wrongly,372
wrote,22103
wuhan,385
xi,16625
xiaomi,176
xinhua,1454
xishuangbanna,13
yahya,1005
yamamoto,11
yaqoob,68
yar,508
year,129793
yellow,1229
yemen,4425
yeol,652
yesterday,1507
yevhen,39
yield,1305
yoav,650
yokochi,1
yoon,2668
york,22165
youde,2
yougov,245
young,16236
younger,3677
youngest,1702
yuan,1384
yum,31
yunnan,283
yuqiang,1
yusuf,206
zabihullah,537
zahedi,12
zaporizhzhia,869
zaw,69
zealand,3127
zelensky,3415
zenglein,2
zero,2334
zhang,1223
zhanshu,1
zhao,280
zhilv,2
ziad,40
zinc,116
zionist,750
zone,8400
zulfikar,85
